-11.9456
0.00942178
0.076089
0.0716109
0.0719616
0.0716109
0.076089
0.00942178
0.0567092
0.256989
0.202056
0.19141
0.202056
0.256989
0.0567092
0.0373046
0.198034
0.117214
0.185772
0.117214
0.198034
0.0373046
0.0373046
0.198034
0.117214
0.185772
0.117214
0.198034
0.0373046
0.0567092
0.256989
0.202056
0.19141
0.202056
0.256989
0.0567092
0.00942178
0.076089
0.0716109
0.0719616
0.0716109
0.076089
0.00942178
