42 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 
-0.5 0.00543484 0.00543484 0.0409762 0.0409762 0.0478356 0.0478356 0.0478356 0.0478356 0.0409762 0.0409762 0.00543484 0.00543484
0.5 0.00543484 0.00543484 0.0409762 0.0409762 0.0478356 0.0478356 0.0478356 0.0478356 0.0409762 0.0409762 0.00543484 0.00543484
0.5 0.0416799 0.0416799 0.181059 0.181059 0.169046 0.169046 0.169046 0.169046 0.181059 0.181059 0.0416799 0.0416799
1.5 0.0416799 0.0416799 0.181059 0.181059 0.169046 0.169046 0.169046 0.169046 0.181059 0.181059 0.0416799 0.0416799
1.5 0.0499065 0.0499065 0.184237 0.184237 0.123067 0.123067 0.123067 0.123067 0.184237 0.184237 0.0499065 0.0499065
2.5 0.0499065 0.0499065 0.184237 0.184237 0.123067 0.123067 0.123067 0.123067 0.184237 0.184237 0.0499065 0.0499065
2.5 0.0453575 0.0453575 0.156005 0.156005 0.112152 0.112152 0.112152 0.112152 0.156005 0.156005 0.0453575 0.0453575
3.5 0.0453575 0.0453575 0.156005 0.156005 0.112152 0.112152 0.112152 0.112152 0.156005 0.156005 0.0453575 0.0453575
3.5 0.0499065 0.0499065 0.184237 0.184237 0.123067 0.123067 0.123067 0.123067 0.184237 0.184237 0.0499065 0.0499065
4.5 0.0499065 0.0499065 0.184237 0.184237 0.123067 0.123067 0.123067 0.123067 0.184237 0.184237 0.0499065 0.0499065
4.5 0.0416799 0.0416799 0.181059 0.181059 0.169046 0.169046 0.169046 0.169046 0.181059 0.181059 0.0416799 0.0416799
5.5 0.0416799 0.0416799 0.181059 0.181059 0.169046 0.169046 0.169046 0.169046 0.181059 0.181059 0.0416799 0.0416799
5.5 0.00543484 0.00543484 0.0409762 0.0409762 0.0478356 0.0478356 0.0478356 0.0478356 0.0409762 0.0409762 0.00543484 0.00543484
6.5 0.00543484 0.00543484 0.0409762 0.0409762 0.0478356 0.0478356 0.0478356 0.0478356 0.0409762 0.0409762 0.00543484 0.00543484
